29380 29301 10.0 1 2
29638 11406 10.0 1 2
5141 27697 10.0 1 2
3147 7851 10.0 1 2
4164 9573 10.0 1 2
16081 3543 10.0 1 2
23875 7253 10.0 1 2
23581 9556 10.0 1 2
23804 28922 10.0 1 2
28749 7910 10.0 1 2
16668 13230 20.0 1 2
7642 18296 20.0 1 2
26913 25908 20.0 1 2
19379 25912 20.0 1 2
15554 20246 20.0 1 2
28652 19796 20.0 1 2
1418 22072 20.0 1 2
22160 6683 20.0 1 2
26012 5162 20.0 1 2
23661 26112 20.0 1 2
14485 1805 30.0 1 2
4870 20510 30.0 1 2
1247 20137 30.0 1 2
4192 18330 30.0 1 2
16462 1805 30.0 1 2
5355 29333 30.0 1 2
12103 13169 30.0 1 2
13599 15978 30.0 1 2
5792 94 30.0 1 2
19372 7538 30.0 1 2
19729 25754 40.0 1 2
12927 12759 40.0 1 2
5280 22074 40.0 1 2
20967 27661 40.0 1 2
23279 4605 40.0 1 2
24104 29767 40.0 1 2
10729 5470 40.0 1 2
25558 28203 40.0 1 2
29246 2607 40.0 1 2
26369 14046 40.0 1 2
12953 24869 50.0 1 2
27157 8432 50.0 1 2
22803 26072 50.0 1 2
25960 29292 50.0 1 2
9887 25251 50.0 1 2
12758 13466 50.0 1 2
22722 11115 50.0 1 2
22596 14480 50.0 1 2
242 2766 50.0 1 2
22913 6801 50.0 1 2
29540 16097 60.0 1 2
5125 21997 60.0 1 2
5974 13467 60.0 1 2
17455 9165 60.0 1 2
20287 28420 60.0 1 2
10581 22531 60.0 1 2
8353 14161 60.0 1 2
3293 13718 60.0 1 2
20140 22390 60.0 1 2
9444 25662 60.0 1 2
15602 8805 70.0 1 2
7497 21999 70.0 1 2
15172 24265 70.0 1 2
23256 26612 70.0 1 2
7397 745 70.0 1 2
12562 15376 70.0 1 2
20329 18383 70.0 1 2
21437 8411 70.0 1 2
3589 13564 70.0 1 2
7521 15937 70.0 1 2
18640 29659 80.0 1 2
23987 180 80.0 1 2
18541 6039 80.0 1 2
12605 7707 80.0 1 2
834 10223 80.0 1 2
22699 1591 80.0 1 2
29520 9795 80.0 1 2
22336 5951 80.0 1 2
3537 24876 80.0 1 2
16319 19114 80.0 1 2
12529 2564 90.0 1 2
672 6605 90.0 1 2
2149 20435 90.0 1 2
10452 4033 90.0 1 2
13635 28695 90.0 1 2
2249 4096 90.0 1 2
25317 23931 90.0 1 2
994 14949 90.0 1 2
29850 9141 90.0 1 2
22589 7026 90.0 1 2
28970 26790 100.0 1 2
15768 11326 100.0 1 2
27334 2291 100.0 1 2
5691 1015 100.0 1 2
11687 13848 100.0 1 2
24732 26214 100.0 1 2
17893 10518 100.0 1 2
26966 24705 100.0 1 2
6252 28416 100.0 1 2
14335 2012 100.0 1 2
