#primes row 1, primes row 2, Ncities, square side length, 1 for SA selection operator
234 245 34 1 1
12 3541 34 1 1
123 551 34 1 1
882 2342 34 1 1
5151 5431 34 1 1
30411 134 34 1 1
13 3452 34 1 1
111 4525 34 1 1
5398 931 34 1 1
145 1199 34 1 1
4	14491 34 1 1
6732	7901 34 1 1
9383 29 34 1 1
1281 472 34 1 1
8194 	92 34 1 1
953	9243 34 1 1
343 818 34 1 1
91 12 34 1 1
1010 24 34 1 1 
8182 1042 34 1 1
1 134 34 1 1
124 2532 34 1 1
8921 13043 34 1 1
7723 12229 34 1 1
12 2411 34 1 1
8439 214 34 1 1
14185 8134 34 1 1
12314 21 34 1 1
178 2830 34 1 1
27582 764 34 1 1
