#flag for parallelization- row1- row2- NCities- slection operator index-
1 20976 6820 10 1
1 23659 9503 10 1
1 6126 23921 10 1
1 19280 20287 10 1
1 29653 11733 10 1
1 25182 9985 10 1
1 17025 17949 10 1
1 6395 5602 10 1
1 6874 20183 10 1
1 18404 28254 10 1
1 21184 7448 20 1
1 27447 28466 20 1
1 21973 20017 20 1
1 3919 2877 20 1
1 7990 13255 20 1
1 2173 26594 20 1
1 14221 20923 20 1
1 6378 9794 20 1
1 3480 22018 20 1
1 23228 6604 20 1
1 21449 2448 30 1
1 11748 4797 30 1
1 22320 10203 30 1
1 14202 13956 30 1
1 14267 7993 30 1
1 16741 24473 30 1
1 14960 5799 30 1
1 733 3884 30 1
1 2444 2750 30 1
1 3675 17957 30 1
1 24213 25642 40 1
1 19602 18049 40 1
1 9951 27959 40 1
1 19218 21743 40 1
1 22017 25816 40 1
1 21075 27880 40 1
1 16244 16386 40 1
1 7532 28130 40 1
1 16589 14850 40 1
1 9490 8213 40 1
1 18997 13553 50 1
1 17041 19951 50 1
1 26970 9927 50 1
1 20446 27103 50 1
1 13767 7712 50 1
1 8711 10195 50 1
1 18895 7766 50 1
1 25171 10664 50 1
1 1941 151 50 1
1 754 18858 50 1
1 10405 8472 60 1
1 18328 2043 60 1
1 16238 18505 60 1
1 954 5290 60 1
1 11710 9132 60 1
1 28519 13227 60 1
1 19408 4506 60 1
1 24192 6538 60 1
1 23021 14230 60 1
1 12201 14291 60 1
1 16076 7657 70 1
1 3640 8927 70 1
1 29671 8372 70 1
1 20027 7818 70 1
1 25138 14483 70 1
1 17020 6360 70 1
1 18230 14869 70 1
1 21378 7388 70 1
1 18266 25154 70 1
1 14021 5404 70 1
1 2185 25864 80 1
1 15151 5349 80 1
1 8814 22516 80 1
1 11118 18334 80 1
1 24363 6275 80 1
1 25797 22796 80 1
1 10044 7478 80 1
1 10330 2568 80 1
1 12875 18542 80 1
1 23147 16109 80 1
1 3242 19036 90 1
1 2960 5232 90 1
1 28859 7445 90 1
1 17260 20545 90 1
1 24640 2427 90 1
1 25215 26252 90 1
1 20796 12861 90 1
1 8039 18552 90 1
1 20180 9393 90 1
1 20449 5369 90 1
1 7681 292 100 1
1 8736 6302 100 1
1 24661 26100 100 1
1 26149 29184 100 1
1 18870 13254 100 1
1 17468 11363 100 1
1 14201 8279 100 1
1 20794 28983 100 1
1 4764 1747 100 1
1 11347 12262 100 1
